Target Style, Filename, Line Number, Original Sentence, Modified Sentence, Feature replaced, Feature attributed
DailyDialog,R2\guide_14_conversation_J.txt,1,No there is not a AA office in Flagstaff the closest one is located in Prescott which is about an hour and a half away. If you are looking for maps of Arizona Flagstaff or our surrounding states the Visitor Center can provide these to you for no charge.,no we don't have a aa office in flagstaff and you'll find the closest one in prescott which is roughly an hour and a half away. the visitor center can give you maps of arizona flagstaff or our surrounding states for no charge.,and the closest one is located,and you'll find the closest one
DailyDialog,R2\guide_14_conversation_J.txt,4,If you take highway 180 norther there are some neigborhoods that are a bit more rural near the San Francisco peaks. if you take highway 89 north you will find more rural neighborhoods called doney park. this is where many people with horses or other animal live.,you should take highway 180 norther we have some neigborhoods that are more rural near the san francisco peaks. or you should take highway 89 north you will find more rural neighborhoods like doney park. this is where many people with horses or other animal live.,called doney park,like doney park
DailyDialog,R2\guide_14_conversation_J.txt,4,If you take highway 180 norther there are some neigborhoods that are a bit more rural near the San Francisco peaks. if you take highway 89 north you will find more rural neighborhoods called doney park. this is where many people with horses or other animal live.,you should take highway 180 norther we have some neigborhoods that are more rural near the san francisco peaks. or you should take highway 89 north you will find more rural neighborhoods like doney park. this is where many people with horses or other animal live.,  , 
DailyDialog,R2\guide_15_conversation_J.txt,8,you are welcome,you're welcome,you are ,you're 
DailyDialog,R2\guide_15_conversation_J.txt,2,The Museum of Northern Arizona is 3 miles north of downtown it is definitely worth it. they have great exhibits on the native cultures of our region as well as the geology and paleontology of our region.,the museum of northern arizona is 3 miles north of downtown and i think it's worth it. there are exhibits on the native cultures of our region as well as the geology and paleontology of our region.,it is ,it's 
DailyDialog,R2\guide_15_conversation_J.txt,3,Yes it is interesting and fun to work in this part of the city.,yes i think it's interesting and fun to work here.,it is ,it's 
DailyDialog,R2\guide_15_conversation_J.txt,4,Sedona is also worth a visit. the red rocks in there are beautiful and the new age arts culture of Sedona is very unique.,well sedona also deserves a visit. i think the red rocks are very beautiful and anyone would agree that the arts culture is very unique.,new age,
DailyDialog,R2\guide_15_conversation_J.txt,2,The Museum of Northern Arizona is 3 miles north of downtown it is definitely worth it. they have great exhibits on the native cultures of our region as well as the geology and paleontology of our region.,the museum of northern arizona is 3 miles north of downtown and i think it's worth it. there are exhibits on the native cultures of our region as well as the geology and paleontology of our region.,great exhibits,exhibits
DailyDialog,R2\guide_15_conversation_J.txt,5,You can leave your car parked on the east side of the Visitor Center for $1 per hour. the west lot is only 15 minutes.,you can park on the east side of the visitor center  you'll pay $1/hour. the west lot is only 15 minutes., per hour,/hour
DailyDialog,R2\guide_15_conversation_J.txt,4,Sedona is also worth a visit. the red rocks in there are beautiful and the new age arts culture of Sedona is very unique.,well sedona also deserves a visit. i think the red rocks are very beautiful and anyone would agree that the arts culture is very unique.,sedona is also worth a visit,well sedona also deserves a visit
DailyDialog,R2\guide_15_conversation_J.txt,7,The admission to the museum is $12 of adults $10 for seniors or military and $8 for Children.,the adults admission is $12 seniors or military are $10 and children are $8.,"the admission to the museum is $12 of adults, $10 for seniors or military, and $8 for children","the adults admission is $12, seniors or military are $10, and children are $8"
DailyDialog,R2\guide_15_conversation_J.txt,4,Sedona is also worth a visit. the red rocks in there are beautiful and the new age arts culture of Sedona is very unique.,well sedona also deserves a visit. i think the red rocks are very beautiful and anyone would agree that the arts culture is very unique.,of sedona,
DailyDialog,R2\guide_15_conversation_J.txt,3,Yes it is interesting and fun to work in this part of the city.,yes i think it's interesting and fun to work here.,in this part of the city,here
DailyDialog,R2\guide_15_conversation_J.txt,5,You can leave your car parked on the east side of the Visitor Center for $1 per hour. the west lot is only 15 minutes.,you can park on the east side of the visitor center  you'll pay $1/hour. the west lot is only 15 minutes.,leave your car parked,park
DailyDialog,R2\guide_15_conversation_J.txt,5,You can leave your car parked on the east side of the Visitor Center for $1 per hour. the west lot is only 15 minutes.,you can park on the east side of the visitor center  you'll pay $1/hour. the west lot is only 15 minutes.,for $1/hour,", you'll pay $1/hour"
DailyDialog,R2\guide_15_conversation_J.txt,2,The Museum of Northern Arizona is 3 miles north of downtown it is definitely worth it. they have great exhibits on the native cultures of our region as well as the geology and paleontology of our region.,the museum of northern arizona is 3 miles north of downtown and i think it's worth it. there are exhibits on the native cultures of our region as well as the geology and paleontology of our region.,it's definitely worth it,and i think it's worth it
